player1,player2,player3,player4,player5,player6,player7,player8,player9,player10,rad_win
Axe,Windranger,Rubick,Nyx Assassin,Storm Spirit,Kunkka,Shadow Fiend,Terrorblade,Lone Druid,Huskar,True
Tidehunter,Ancient Apparition,Templar Assassin,Pudge,Arc Warden,Weaver,Chaos Knight,Ursa,Riki,Mirana,False
Abaddon,Ember Spirit,Phoenix,Necrophos,Sniper,Alchemist,Invoker,Lich,Treant Protector,Night Stalker,False
Morphling,Medusa,Storm Spirit,Omniknight,Kunkka,Pudge,Sand King,Windranger,Queen of Pain,Ursa,False
Legion Commander,Timbersaw,Juggernaut,Lone Druid,Rubick,Faceless Void,Tinker,Weaver,Omniknight,Doom,True
Drow Ranger,Bounty Hunter,Zeus,Earthshaker,Pugna,Earth Spirit,Jakiro,Magnus,Monkey King,Wraith King,True
Phantom Assassin,Nyx Assassin,Sven,Sniper,Ogre Magi,Tidehunter,Invoker,Witch Doctor,Phantom Lancer,Legion Commander,True
Shadow Fiend,Lina,Medusa,Techies,Viper,Winter Wyvern,Chaos Knight,Centaur Warrunner,Invoker,Sand King,False
Ursa,Warlock,Outworld Devourer,Riki,Skywrath Mage,Spirit Breaker,Legion Commander,Wraith King,Pudge,Razor,True
Sven,Tinker,Bristleback,Tiny,Phantom Lancer,Shadow Demon,Lina,Templar Assassin,Slardar,Enigma,False
Lifestealer,Wraith King,Enigma,Lycan,Leshrac,Riki,Morphling,Timbersaw,Meepo,Razor,False
Tinker,Underlord,Bane,Phantom Lancer,Shadow Demon,Ogre Magi,Dragon Knight,Faceless Void,Sand King,Axe,True
Witch Doctor,Omniknight,Ember Spirit,Enigma,Templar Assassin,Riki,Lone Druid,Gyrocopter,Magnus,Treant Protector,True
Anti-Mage,Zeus,Axe,Ogre Magi,Viper,Sniper,Dragon Knight,Sand King,Ember Spirit,Broodmother,True
Terrorblade,Batrider,Underlord,Sniper,Phantom Lancer,Templar Assassin,Shadow Shaman,Weaver,Axe,Sven,True
Phantom Assassin,Warlock,Winter Wyvern,Drow Ranger,Alchemist,Oracle,Gyrocopter,Enchantress,Tinker,Shadow Shaman,False
Pudge,Phantom Lancer,Bloodseeker,Drow Ranger,Puck,Chaos Knight,Queen of Pain,Shadow Demon,Lone Druid,Slark,False
Drow Ranger,Doom,Weaver,Batrider,Dark Seer,Zeus,Earthshaker,Pudge,Tiny,Bristleback,False
Zeus,Troll Warlord,Vengeful Spirit,Ursa,Drow Ranger,Phantom Assassin,Monkey King,Terrorblade,Night Stalker,Medusa,True
Mirana,Necrophos,Batrider,Sven,Ursa,Bane,Techies,Dark Seer,Sniper,Monkey King,True
Bounty Hunter,Witch Doctor,Shadow Fiend,Monkey King,Necrophos,Invoker,Legion Commander,Juggernaut,Spirit Breaker,Pudge,True
Undying,Faceless Void,Omniknight,Spirit Breaker,Riki,Zeus,Death Prophet,Razor,Terrorblade,Shadow Shaman,True
Ursa,Jakiro,Broodmother,Shadow Shaman,Storm Spirit,Lifestealer,Batrider,Shadow Fiend,Ogre Magi,Axe,True
Nature's Prophet,Necrophos,Phoenix,Troll Warlord,Sniper,Crystal Maiden,Invoker,Treant Protector,Spirit Breaker,Slark,True
Lina,Windranger,Tinker,Warlock,Nyx Assassin,Lion,Omniknight,Lifestealer,Clinkz,Winter Wyvern,True
Sven,Huskar,Invoker,Storm Spirit,Luna,Enchantress,Riki,Axe,Phantom Lancer,Slark,False
Bounty Hunter,Necrophos,Shadow Shaman,Terrorblade,Viper,Wraith King,Earthshaker,Leshrac,Disruptor,Clockwerk,True
Skywrath Mage,Outworld Devourer,Dragon Knight,Phantom Lancer,Leshrac,Oracle,Luna,Doom,Drow Ranger,Omniknight,False
Dark Seer,Bloodseeker,Luna,Mirana,Lion,Juggernaut,Invoker,Nature's Prophet,Abaddon,Crystal Maiden,True
Witch Doctor,Terrorblade,Morphling,Huskar,Mirana,Sven,Venomancer,Wraith King,Sniper,Ember Spirit,True
Riki,Pudge,Storm Spirit,Sven,Spirit Breaker,Nature's Prophet,Ogre Magi,Sand King,Sniper,Bloodseeker,False
Tinker,Nature's Prophet,Bane,Death Prophet,Shadow Shaman,Omniknight,Terrorblade,Underlord,Jakiro,Lina,False
Zeus,Sniper,Viper,Bristleback,Io,Lion,Sven,Slardar,Shadow Fiend,Ogre Magi,True
Axe,Sven,Lich,Shadow Shaman,Viper,Chaos Knight,Pudge,Invoker,Phantom Assassin,Tidehunter,True
Windranger,Troll Warlord,Centaur Warrunner,Pudge,Skywrath Mage,Weaver,Invoker,Venomancer,Viper,Shadow Shaman,True
Bristleback,Enigma,Legion Commander,Witch Doctor,Sand King,Undying,Leshrac,Riki,Gyrocopter,Jakiro,False
Crystal Maiden,Invoker,Bristleback,Anti-Mage,Enigma,Riki,Shadow Fiend,Mirana,Pudge,Bloodseeker,False
Timbersaw,Pugna,Earthshaker,Ursa,Mirana,Bounty Hunter,Riki,Centaur Warrunner,Vengeful Spirit,Necrophos,True
Drow Ranger,Templar Assassin,Tusk,Bristleback,Witch Doctor,Anti-Mage,Meepo,Night Stalker,Ursa,Clockwerk,True
Necrophos,Axe,Bane,Shadow Shaman,Ursa,Nyx Assassin,Slark,Drow Ranger,Rubick,Crystal Maiden,True
Slardar,Undying,Mirana,Riki,Legion Commander,Silencer,Tinker,Axe,Enchantress,Io,False
Invoker,Jakiro,Meepo,Nature's Prophet,Earth Spirit,Ogre Magi,Tinker,Ursa,Sniper,Clinkz,False
Centaur Warrunner,Ursa,Lion,Phantom Assassin,Viper,Phantom Lancer,Wraith King,Crystal Maiden,Juggernaut,Chaos Knight,False
Terrorblade,Riki,Doom,Bounty Hunter,Pugna,Phantom Assassin,Templar Assassin,Disruptor,Shadow Shaman,Monkey King,True
Anti-Mage,Mirana,Tiny,Earthshaker,Spectre,Winter Wyvern,Faceless Void,Shadow Shaman,Necrophos,Lich,False
Treant Protector,Spirit Breaker,Anti-Mage,Underlord,Bristleback,Slardar,Tinker,Huskar,Beastmaster,Lycan,True
Slark,Lone Druid,Legion Commander,Warlock,Pudge,Spirit Breaker,Vengeful Spirit,Drow Ranger,Nature's Prophet,Viper,False
Warlock,Tidehunter,Sniper,Alchemist,Windranger,Monkey King,Sven,Doom,Bounty Hunter,Enchantress,True
Timbersaw,Weaver,Medusa,Dazzle,Shadow Fiend,Chaos Knight,Night Stalker,Bristleback,Drow Ranger,Phantom Lancer,False
Huskar,Pudge,Ogre Magi,Sniper,Riki,Visage,Centaur Warrunner,Tusk,Clinkz,Luna,False
Tidehunter,Sniper,Sven,Viper,Lycan,Wraith King,Shadow Shaman,Invoker,Shadow Fiend,Spirit Breaker,True
Shadow Fiend,Phoenix,Vengeful Spirit,Invoker,Enigma,Troll Warlord,Dark Seer,Viper,Pudge,Riki,False
Phantom Lancer,Drow Ranger,Wraith King,Clockwerk,Axe,Morphling,Templar Assassin,Shadow Shaman,Mirana,Bristleback,True
Ursa,Sand King,Spirit Breaker,Chaos Knight,Faceless Void,Drow Ranger,Medusa,Necrophos,Monkey King,Luna,True
Spirit Breaker,Oracle,Alchemist,Nyx Assassin,Terrorblade,Meepo,Monkey King,Morphling,Rubick,Mirana,False
Pugna,Mirana,Spectre,Enigma,Troll Warlord,Puck,Lycan,Dragon Knight,Underlord,Crystal Maiden,True
Monkey King,Dazzle,Phantom Assassin,Omniknight,Huskar,Nyx Assassin,Centaur Warrunner,Pudge,Keeper of the Light,Invoker,True
Beastmaster,Slardar,Silencer,Bloodseeker,Night Stalker,Necrophos,Luna,Gyrocopter,Enchantress,Tinker,False
Phantom Assassin,Lion,Axe,Queen of Pain,Nature's Prophet,Necrophos,Earth Spirit,Spirit Breaker,Anti-Mage,Dragon Knight,True
Vengeful Spirit,Sniper,Chaos Knight,Meepo,Clinkz,Juggernaut,Phantom Assassin,Storm Spirit,Luna,Witch Doctor,False
Necrophos,Lion,Magnus,Puck,Phantom Assassin,Legion Commander,Windranger,Monkey King,Invoker,Wraith King,False
Riki,Luna,Broodmother,Gyrocopter,Outworld Devourer,Nature's Prophet,Windranger,Drow Ranger,Omniknight,Spirit Breaker,True
Phantom Assassin,Venomancer,Winter Wyvern,Razor,Templar Assassin,Omniknight,Kunkka,Anti-Mage,Nyx Assassin,Alchemist,True
Sand King,Phoenix,Shadow Fiend,Treant Protector,Clinkz,Skywrath Mage,Chaos Knight,Monkey King,Bane,Undying,True
Jakiro,Faceless Void,Phantom Assassin,Dazzle,Monkey King,Nature's Prophet,Lion,Luna,Shadow Fiend,Gyrocopter,False
Skywrath Mage,Terrorblade,Bristleback,Lion,Drow Ranger,Juggernaut,Queen of Pain,Anti-Mage,Riki,Sven,False
Gyrocopter,Night Stalker,Morphling,Axe,Juggernaut,Queen of Pain,Abaddon,Nyx Assassin,Meepo,Mirana,True
Enchantress,Monkey King,Bounty Hunter,Omniknight,Centaur Warrunner,Legion Commander,Vengeful Spirit,Clinkz,Bristleback,Viper,False
Juggernaut,Lycan,Viper,Witch Doctor,Slark,Sand King,Ursa,Night Stalker,Phantom Assassin,Sniper,False
Invoker,Bloodseeker,Necrophos,Jakiro,Timbersaw,Ursa,Pudge,Sven,Puck,Lifestealer,False
Sniper,Kunkka,Clinkz,Dragon Knight,Shadow Fiend,Ogre Magi,Axe,Lich,Monkey King,Lina,True
Witch Doctor,Chaos Knight,Viper,Juggernaut,Bristleback,Mirana,Bloodseeker,Sven,Axe,Terrorblade,True
Silencer,Doom,Lich,Sven,Pudge,Magnus,Beastmaster,Juggernaut,Invoker,Windranger,True
Nyx Assassin,Nature's Prophet,Slark,Dragon Knight,Venomancer,Legion Commander,Zeus,Phantom Lancer,Weaver,Broodmother,True
Bloodseeker,Luna,Leshrac,Puck,Storm Spirit,Lion,Abaddon,Meepo,Outworld Devourer,Lifestealer,True
Troll Warlord,Nyx Assassin,Bloodseeker,Medusa,Pugna,Slardar,Clockwerk,Clinkz,Razor,Sniper,False
Kunkka,Wraith King,Monkey King,Keeper of the Light,Templar Assassin,Axe,Techies,Windranger,Abaddon,Lina,True
Mirana,Crystal Maiden,Bristleback,Bounty Hunter,Slark,Phantom Assassin,Night Stalker,Invoker,Pudge,Venomancer,True
Shadow Fiend,Juggernaut,Troll Warlord,Huskar,Bloodseeker,Faceless Void,Ursa,Enigma,Venomancer,Phantom Assassin,False
Meepo,Mirana,Legion Commander,Wraith King,Skywrath Mage,Drow Ranger,Treant Protector,Monkey King,Dazzle,Riki,False
Monkey King,Anti-Mage,Bristleback,Venomancer,Bane,Spirit Breaker,Dragon Knight,Lina,Clinkz,Sniper,False
Legion Commander,Troll Warlord,Anti-Mage,Dazzle,Necrophos,Phantom Assassin,Undying,Warlock,Axe,Spectre,True
Venomancer,Sven,Ursa,Warlock,Timbersaw,Bane,Phoenix,Chaos Knight,Legion Commander,Luna,False
Razor,Sniper,Troll Warlord,Wraith King,Nature's Prophet,Faceless Void,Skywrath Mage,Phantom Assassin,Juggernaut,Lion,True
Slark,Shadow Shaman,Drow Ranger,Windranger,Faceless Void,Omniknight,Vengeful Spirit,Phantom Assassin,Treant Protector,Necrophos,False
Weaver,Slark,Bloodseeker,Pudge,Tinker,Drow Ranger,Necrophos,Sven,Shadow Shaman,Lifestealer,True
Viper,Juggernaut,Medusa,Lina,Weaver,Puck,Lifestealer,Shadow Fiend,Legion Commander,Bloodseeker,False
Phantom Lancer,Viper,Terrorblade,Undying,Disruptor,Shadow Shaman,Bristleback,Omniknight,Sniper,Warlock,False
Phantom Lancer,Vengeful Spirit,Wraith King,Clinkz,Axe,Ursa,Shadow Shaman,Huskar,Sniper,Death Prophet,True
Sven,Viper,Necrophos,Sniper,Jakiro,Anti-Mage,Axe,Pudge,Death Prophet,Drow Ranger,True
Crystal Maiden,Alchemist,Spirit Breaker,Huskar,Troll Warlord,Luna,Dark Seer,Jakiro,Oracle,Timbersaw,True
Medusa,Ancient Apparition,Necrophos,Weaver,Phantom Lancer,Monkey King,Tusk,Earth Spirit,Drow Ranger,Venomancer,True
Bane,Drow Ranger,Naga Siren,Broodmother,Arc Warden,Bloodseeker,Shadow Shaman,Faceless Void,Phantom Lancer,Legion Commander,True
Slardar,Chaos Knight,Sand King,Puck,Nature's Prophet,Outworld Devourer,Earthshaker,Bloodseeker,Alchemist,Templar Assassin,True
Queen of Pain,Sniper,Lina,Spirit Breaker,Phantom Assassin,Slark,Crystal Maiden,Anti-Mage,Tinker,Monkey King,False
Troll Warlord,Ancient Apparition,Necrophos,Venomancer,Doom,Techies,Death Prophet,Ursa,Batrider,Sand King,True
Rubick,Tinker,Legion Commander,Windranger,Spirit Breaker,Lina,Faceless Void,Pugna,Lion,Invoker,True
Weaver,Sand King,Night Stalker,Gyrocopter,Clinkz,Templar Assassin,Axe,Troll Warlord,Sniper,Chen,True
Bristleback,Underlord,Magnus,Spirit Breaker,Viper,Sven,Puck,Pudge,Juggernaut,Tiny,True
Sniper,Dragon Knight,Ogre Magi,Sven,Nature's Prophet,Pudge,Abaddon,Tusk,Slark,Axe,True
Medusa,Night Stalker,Razor,Batrider,Mirana,Death Prophet,Earthshaker,Lion,Storm Spirit,Legion Commander,True
Skywrath Mage,Abaddon,Witch Doctor,Medusa,Riki,Shadow Shaman,Keeper of the Light,Enigma,Arc Warden,Techies,True
Night Stalker,Oracle,Bristleback,Huskar,Necrophos,Shadow Shaman,Earth Spirit,Zeus,Brewmaster,Faceless Void,True
Viper,Kunkka,Weaver,Enchantress,Puck,Magnus,Abaddon,Dark Seer,Nature's Prophet,Invoker,True
Kunkka,Jakiro,Templar Assassin,Clockwerk,Anti-Mage,Skywrath Mage,Chaos Knight,Bristleback,Sniper,Silencer,False
Juggernaut,Rubick,Anti-Mage,Silencer,Bloodseeker,Pudge,Treant Protector,Invoker,Pugna,Luna,True
Chaos Knight,Sniper,Razor,Vengeful Spirit,Zeus,Spirit Breaker,Night Stalker,Lich,Sand King,Queen of Pain,True
Bloodseeker,Storm Spirit,Clinkz,Venomancer,Sniper,Axe,Invoker,Juggernaut,Witch Doctor,Phantom Assassin,True
Winter Wyvern,Earth Spirit,Pudge,Kunkka,Shadow Fiend,Necrophos,Invoker,Axe,Legion Commander,Earthshaker,True
Monkey King,Naga Siren,Oracle,Ancient Apparition,Sniper,Shadow Shaman,Queen of Pain,Pudge,Legion Commander,Nature's Prophet,False
Visage,Omniknight,Troll Warlord,Puck,Bane,Faceless Void,Bristleback,Huskar,Dazzle,Luna,False
Outworld Devourer,Centaur Warrunner,Zeus,Anti-Mage,Earthshaker,Chaos Knight,Skywrath Mage,Nyx Assassin,Gyrocopter,Lina,False
Ember Spirit,Troll Warlord,Lion,Gyrocopter,Necrophos,Monkey King,Kunkka,Crystal Maiden,Legion Commander,Sniper,False
Legion Commander,Dragon Knight,Treant Protector,Riki,Outworld Devourer,Abaddon,Venomancer,Lina,Troll Warlord,Earthshaker,False
Keeper of the Light,Riki,Phantom Assassin,Weaver,Viper,Omniknight,Winter Wyvern,Death Prophet,Night Stalker,Alchemist,True
Crystal Maiden,Lion,Sven,Medusa,Invoker,Enigma,Nyx Assassin,Enchantress,Skywrath Mage,Spectre,False
Pudge,Windranger,Beastmaster,Riki,Juggernaut,Viper,Witch Doctor,Troll Warlord,Bounty Hunter,Nature's Prophet,False
Troll Warlord,Riki,Ember Spirit,Invoker,Ogre Magi,Pudge,Bloodseeker,Sand King,Phantom Lancer,Faceless Void,True
Necrophos,Faceless Void,Mirana,Jakiro,Pugna,Tinker,Oracle,Doom,Troll Warlord,Enchantress,True
Legion Commander,Rubick,Nature's Prophet,Anti-Mage,Drow Ranger,Sven,Sniper,Faceless Void,Pudge,Lifestealer,False
Night Stalker,Medusa,Meepo,Monkey King,Puck,Legion Commander,Ursa,Lina,Necrophos,Crystal Maiden,True
Pugna,Sniper,Windranger,Monkey King,Timbersaw,Treant Protector,Nyx Assassin,Elder Titan,Morphling,Ogre Magi,True
Storm Spirit,Sand King,Phantom Assassin,Pudge,Sniper,Lifestealer,Mirana,Invoker,Earthshaker,Tiny,True
Wraith King,Windranger,Axe,Dragon Knight,Invoker,Keeper of the Light,Night Stalker,Phantom Lancer,Sven,Legion Commander,True
Skywrath Mage,Axe,Sven,Slark,Death Prophet,Troll Warlord,Earthshaker,Centaur Warrunner,Phantom Assassin,Anti-Mage,True
Monkey King,Silencer,Pugna,Vengeful Spirit,Necrophos,Ancient Apparition,Troll Warlord,Lone Druid,Slark,Axe,True
Axe,Monkey King,Slardar,Shadow Fiend,Legion Commander,Doom,Bloodseeker,Chaos Knight,Viper,Phoenix,False
Phantom Lancer,Zeus,Riki,Clockwerk,Abaddon,Tidehunter,Morphling,Leshrac,Viper,Weaver,False
Lycan,Pudge,Disruptor,Kunkka,Juggernaut,Riki,Zeus,Ursa,Legion Commander,Shadow Shaman,True
Skywrath Mage,Brewmaster,Ogre Magi,Bounty Hunter,Death Prophet,Luna,Zeus,Dragon Knight,Phantom Lancer,Terrorblade,True
Storm Spirit,Juggernaut,Silencer,Shadow Shaman,Tiny,Alchemist,Pudge,Sniper,Viper,Phantom Assassin,True
Legion Commander,Huskar,Pugna,Venomancer,Templar Assassin,Broodmother,Bounty Hunter,Drow Ranger,Ember Spirit,Nature's Prophet,False
Lich,Meepo,Underlord,Shadow Shaman,Doom,Elder Titan,Winter Wyvern,Brewmaster,Phantom Assassin,Medusa,False
Viper,Lion,Sniper,Tinker,Shadow Fiend,Clinkz,Spirit Breaker,Kunkka,Lycan,Necrophos,False
Clockwerk,Kunkka,Huskar,Queen of Pain,Phantom Assassin,Riki,Invoker,Tidehunter,Vengeful Spirit,Dragon Knight,True
Invoker,Nature's Prophet,Luna,Razor,Ancient Apparition,Troll Warlord,Spirit Breaker,Witch Doctor,Weaver,Earthshaker,False
Bloodseeker,Queen of Pain,Pudge,Mirana,Silencer,Storm Spirit,Chen,Sven,Undying,Invoker,True
Sniper,Invoker,Pudge,Lina,Legion Commander,Phantom Assassin,Crystal Maiden,Nyx Assassin,Pugna,Monkey King,True
Axe,Pugna,Pudge,Morphling,Lifestealer,Juggernaut,Alchemist,Chen,Enchantress,Huskar,False
Monkey King,Pudge,Enchantress,Morphling,Spectre,Enigma,Warlock,Nyx Assassin,Windranger,Juggernaut,True
Venomancer,Dragon Knight,Pugna,Bane,Legion Commander,Terrorblade,Gyrocopter,Outworld Devourer,Beastmaster,Silencer,False
Phantom Assassin,Earthshaker,Necrophos,Jakiro,Chaos Knight,Crystal Maiden,Legion Commander,Axe,Monkey King,Drow Ranger,True
Huskar,Witch Doctor,Chaos Knight,Tiny,Templar Assassin,Centaur Warrunner,Bloodseeker,Necrophos,Viper,Lina,False
Invoker,Bloodseeker,Ursa,Shadow Shaman,Lich,Juggernaut,Rubick,Viper,Templar Assassin,Puck,True
Weaver,Sven,Oracle,Ursa,Clockwerk,Beastmaster,Visage,Windranger,Tusk,Naga Siren,True
Bloodseeker,Pudge,Zeus,Leshrac,Weaver,Slark,Troll Warlord,Monkey King,Drow Ranger,Phantom Assassin,True
Legion Commander,Treant Protector,Terrorblade,Tiny,Earthshaker,Alchemist,Queen of Pain,Night Stalker,Phoenix,Slark,True
Earthshaker,Clinkz,Monkey King,Bloodseeker,Broodmother,Anti-Mage,Tusk,Ancient Apparition,Templar Assassin,Lifestealer,True
Shadow Fiend,Venomancer,Sniper,Omniknight,Anti-Mage,Templar Assassin,Nyx Assassin,Nature's Prophet,Spirit Breaker,Queen of Pain,False
Lina,Medusa,Nature's Prophet,Morphling,Juggernaut,Razor,Terrorblade,Clockwerk,Necrophos,Centaur Warrunner,False
Faceless Void,Bloodseeker,Bane,Bristleback,Spirit Breaker,Phantom Lancer,Witch Doctor,Huskar,Dragon Knight,Troll Warlord,True
Naga Siren,Chaos Knight,Phantom Lancer,Timbersaw,Shadow Fiend,Weaver,Pugna,Wraith King,Huskar,Earthshaker,False
Earth Spirit,Treant Protector,Puck,Alchemist,Kunkka,Monkey King,Invoker,Mirana,Legion Commander,Bloodseeker,False
Gyrocopter,Storm Spirit,Jakiro,Visage,Lina,Arc Warden,Night Stalker,Riki,Slardar,Bounty Hunter,True
Storm Spirit,Keeper of the Light,Lifestealer,Monkey King,Ogre Magi,Treant Protector,Abaddon,Anti-Mage,Clinkz,Crystal Maiden,False
Phantom Assassin,Rubick,Io,Pudge,Puck,Legion Commander,Undying,Crystal Maiden,Timbersaw,Ursa,True
Windranger,Clockwerk,Tinker,Disruptor,Tiny,Ursa,Viper,Invoker,Ogre Magi,Axe,False
Tidehunter,Bounty Hunter,Earth Spirit,Gyrocopter,Phoenix,Bloodseeker,Ursa,Mirana,Monkey King,Lifestealer,False
Lifestealer,Spirit Breaker,Luna,Kunkka,Ancient Apparition,Juggernaut,Lina,Pugna,Dark Seer,Batrider,True
Storm Spirit,Morphling,Spirit Breaker,Skywrath Mage,Lifestealer,Invoker,Sniper,Dragon Knight,Lich,Spectre,True
Faceless Void,Keeper of the Light,Spirit Breaker,Ursa,Phantom Assassin,Viper,Tiny,Ancient Apparition,Necrophos,Wraith King,False
Abaddon,Omniknight,Mirana,Chaos Knight,Troll Warlord,Venomancer,Sand King,Bloodseeker,Invoker,Lich,False
Templar Assassin,Bristleback,Juggernaut,Sniper,Pudge,Phantom Lancer,Lina,Shadow Shaman,Pugna,Viper,False
Ancient Apparition,Shadow Demon,Tusk,Chaos Knight,Tiny,Bounty Hunter,Death Prophet,Slardar,Io,Juggernaut,True
Juggernaut,Spirit Breaker,Venomancer,Axe,Weaver,Warlock,Abaddon,Lina,Windranger,Clinkz,True
Pudge,Juggernaut,Silencer,Zeus,Windranger,Ancient Apparition,Phantom Assassin,Pugna,Viper,Legion Commander,True
Ogre Magi,Monkey King,Jakiro,Legion Commander,Brewmaster,Queen of Pain,Drow Ranger,Warlock,Nyx Assassin,Ursa,True
Monkey King,Pugna,Lina,Windranger,Viper,Drow Ranger,Bane,Troll Warlord,Shadow Fiend,Sven,True
Tidehunter,Batrider,Chaos Knight,Visage,Enchantress,Night Stalker,Ancient Apparition,Huskar,Tinker,Shadow Fiend,False
Dark Seer,Arc Warden,Templar Assassin,Beastmaster,Lich,Dragon Knight,Pudge,Clinkz,Anti-Mage,Bane,True
Omniknight,Clinkz,Lifestealer,Necrophos,Storm Spirit,Nyx Assassin,Broodmother,Centaur Warrunner,Ursa,Shadow Demon,False
Timbersaw,Io,Razor,Oracle,Kunkka,Viper,Death Prophet,Nature's Prophet,Slardar,Phantom Assassin,False
Sniper,Mirana,Kunkka,Medusa,Necrophos,Zeus,Legion Commander,Crystal Maiden,Invoker,Lifestealer,False
Shadow Fiend,Pudge,Nature's Prophet,Bounty Hunter,Juggernaut,Lifestealer,Clockwerk,Lion,Monkey King,Invoker,True
Rubick,Shadow Fiend,Enchantress,Broodmother,Viper,Necrophos,Mirana,Terrorblade,Queen of Pain,Disruptor,True
Alchemist,Spirit Breaker,Ancient Apparition,Spectre,Phantom Assassin,Pudge,Slardar,Legion Commander,Sniper,Viper,True
Doom,Outworld Devourer,Lina,Centaur Warrunner,Broodmother,Bloodseeker,Warlock,Troll Warlord,Ursa,Huskar,False
Shadow Demon,Brewmaster,Sven,Techies,Pugna,Nyx Assassin,Zeus,Phoenix,Slark,Keeper of the Light,True
Meepo,Juggernaut,Legion Commander,Nature's Prophet,Necrophos,Riki,Slark,Huskar,Invoker,Wraith King,True
Witch Doctor,Huskar,Tinker,Lich,Bounty Hunter,Vengeful Spirit,Slark,Legion Commander,Sand King,Spirit Breaker,True
Invoker,Crystal Maiden,Bristleback,Legion Commander,Sven,Luna,Lion,Lich,Ursa,Sniper,False
Sniper,Phantom Assassin,Sven,Bristleback,Luna,Monkey King,Legion Commander,Huskar,Ursa,Troll Warlord,True
Lycan,Leshrac,Centaur Warrunner,Earthshaker,Sven,Bane,Phantom Assassin,Earth Spirit,Morphling,Nature's Prophet,True
Anti-Mage,Axe,Viper,Slark,Shadow Shaman,Phantom Assassin,Alchemist,Invoker,Kunkka,Necrophos,True
Clinkz,Bristleback,Queen of Pain,Nature's Prophet,Lycan,Faceless Void,Warlock,Lina,Necrophos,Alchemist,True
Necrophos,Drow Ranger,Ursa,Dragon Knight,Io,Spirit Breaker,Monkey King,Sand King,Enigma,Windranger,True
Earthshaker,Viper,Rubick,Arc Warden,Undying,Drow Ranger,Invoker,Necrophos,Wraith King,Ursa,False
Mirana,Sven,Ancient Apparition,Bane,Centaur Warrunner,Underlord,Clinkz,Outworld Devourer,Bristleback,Silencer,False
Clinkz,Gyrocopter,Naga Siren,Lion,Rubick,Troll Warlord,Sven,Lina,Centaur Warrunner,Drow Ranger,False
Lifestealer,Necrophos,Warlock,Bounty Hunter,Storm Spirit,Templar Assassin,Shadow Fiend,Phantom Assassin,Tiny,Enigma,True
Windranger,Shadow Demon,Necrophos,Night Stalker,Wraith King,Beastmaster,Nature's Prophet,Bloodseeker,Queen of Pain,Phantom Assassin,True
Monkey King,Vengeful Spirit,Meepo,Phantom Lancer,Puck,Enchantress,Bloodseeker,Necrophos,Lion,Nyx Assassin,False
Spectre,Lina,Mirana,Silencer,Lifestealer,Elder Titan,Axe,Riki,Kunkka,Earthshaker,False
Spirit Breaker,Witch Doctor,Sniper,Ursa,Viper,Nyx Assassin,Juggernaut,Troll Warlord,Queen of Pain,Slardar,True
Earthshaker,Sniper,Shadow Fiend,Legion Commander,Venomancer,Invoker,Necrophos,Viper,Jakiro,Bloodseeker,False
Slark,Centaur Warrunner,Bloodseeker,Pudge,Tinker,Weaver,Necrophos,Templar Assassin,Kunkka,Bristleback,False
Bristleback,Huskar,Arc Warden,Slark,Storm Spirit,Viper,Nature's Prophet,Crystal Maiden,Vengeful Spirit,Sven,False
Tusk,Slark,Timbersaw,Lycan,Sven,Pudge,Phantom Assassin,Treant Protector,Crystal Maiden,Bloodseeker,False
Bloodseeker,Juggernaut,Drow Ranger,Clockwerk,Rubick,Slardar,Shadow Shaman,Kunkka,Faceless Void,Legion Commander,False
Monkey King,Shadow Fiend,Sven,Io,Sniper,Shadow Shaman,Phantom Assassin,Viper,Legion Commander,Ogre Magi,False
Venomancer,Monkey King,Crystal Maiden,Mirana,Night Stalker,Broodmother,Skywrath Mage,Omniknight,Lich,Ursa,True
Dazzle,Death Prophet,Magnus,Tusk,Underlord,Monkey King,Drow Ranger,Luna,Pudge,Ursa,False
